"Ticket_id","PurchaseDate","Price","EANCode","IsActive","Event_Event_id","Visitor_Visitor_id","Ticket_type_Type","Payment_method_Method","Seller_id"
1220,"2019-05-11",182,"7358710533121",1,9,56,"VIP","Bank Account",""
1221,"2019-04-12",58,"1524641513153",1,9,86,"Early Bird","Credit Card",""
1222,"2019-05-11",182,"4804368070311",1,9,112,"VIP","Bank Account",""
1223,"2019-05-11",73,"7519041475996",1,9,13,"Regular","Bank Account",""
1224,"2019-05-11",182,"4315010236287",1,9,37,"VIP","No Cash",""
1225,"2019-05-11",73,"1070184955084",1,9,140,"Regular","Bank Account",""
1226,"2019-05-11",73,"5401327935697",1,9,90,"Regular","Bank Account",""
1227,"2019-05-11",73,"7096563069295",1,9,50,"Regular","Credit Card",""
1228,"2019-04-12",58,"8285950805718",1,9,40,"Early Bird","Credit Card",""
1229,"2019-05-11",182,"7621334986518",0,9,"","VIP","",""
1230,"2019-04-12",58,"6027143726976",1,9,7,"Early Bird","Bank Account",""
1231,"2019-04-13",72,"3478534931075",0,10,"","Early Bird","",""
1232,"2019-05-12",90,"2435502135872",1,10,118,"Regular","No Cash",""
1233,"2019-05-12",90,"6014270684689",1,10,96,"Regular","Cash",""
1234,"2019-05-12",90,"6120157616132",0,10,"","Regular","",""
1235,"2019-05-12",90,"7405089841358",1,10,124,"Regular","Cash",""
1236,"2019-05-12",90,"1818320270011",1,10,11,"Regular","Cash",""
1237,"2019-05-12",90,"7900638225602",1,10,15,"Regular","No Cash",""
1238,"2019-05-12",62,"7096859321946",1,10,108,"Group","Bank Account",""
1239,"2019-04-13",72,"7965241053560",1,10,58,"Early Bird","Bank Account",""
1240,"2019-05-12",225,"2715857653461",1,10,97,"VIP","Debit Card",""
1241,"2019-05-12",90,"3777782650965",1,10,12,"Regular","Bank Account",""
1242,"2019-05-12",90,"9968988565943",1,10,19,"Regular","No Cash",""
1243,"2019-05-12",270,"9319030600496",1,10,67,"Backstage","Bank Account",""
1244,"2019-05-12",270,"2586716062458",1,10,93,"Backstage","Debit Card",""
1245,"2019-05-12",90,"6086332755529",1,10,71,"Regular","Cash",""
1246,"2019-04-13",72,"4007327814835",1,10,120,"Early Bird","Cash",""
1247,"2019-05-12",90,"4927379281295",1,10,64,"Regular","Credit Card",""
1248,"2019-05-12",90,"9886828160997",1,10,141,"Regular","No Cash",""
1249,"2019-05-12",225,"3020539363469",1,10,56,"VIP","Debit Card",""
1250,"2019-05-12",90,"6165107877303",1,10,60,"Regular","No Cash",""
1251,"2019-05-12",90,"4100905965697",1,10,125,"Regular","Credit Card",""
1252,"2019-05-12",90,"8029244389620",1,10,62,"Regular","Cash",""
1253,"2019-05-12",90,"4658185000882",1,10,84,"Regular","Debit Card",""
1254,"2019-05-12",62,"4285215276194",1,10,27,"Group","No Cash",""
1255,"2019-04-13",72,"1041543340428",0,10,"","Early Bird","",""
1256,"2019-05-12",90,"4791994834188",0,10,"","Regular","",""
1257,"2019-05-12",90,"8252499555717",1,10,63,"Regular","Debit Card",""
1258,"2019-05-12",90,"5994102480180",1,10,70,"Regular","Bank Account",""
1259,"2019-05-12",90,"1955538909812",1,10,49,"Regular","Bank Account",""
1260,"2019-04-13",72,"6917541886869",1,10,121,"Early Bird","Debit Card",""
1261,"2019-04-13",72,"4966029990837",1,10,47,"Early Bird","Credit Card",""
1262,"2019-05-12",90,"5465166241446",1,10,76,"Regular","Bank Account",""
1263,"2019-05-12",90,"9081940442523",1,10,61,"Regular","No Cash",""
1264,"2019-05-12",90,"9436953007185",0,10,"","Regular","",""
1265,"2019-04-13",72,"1432383754719",1,10,68,"Early Bird","Cash",""
1266,"2019-05-12",90,"2541307185964",0,10,"","Regular","",""
1267,"2019-05-12",90,"1192921477107",1,10,9,"Regular","Debit Card",""
1268,"2019-05-12",90,"4799762119266",1,10,79,"Regular","Cash",""
1269,"2019-05-12",90,"9837307501263",0,10,"","Regular","",""
1270,"2019-05-12",90,"6483324876598",0,10,"","Regular","",""
1271,"2019-05-12",270,"5975242179261",1,10,78,"Backstage","Debit Card",""
1272,"2019-05-12",90,"5120803793336",1,10,80,"Regular","Debit Card",""
1273,"2019-05-12",90,"4820140301163",1,10,5,"Regular","Debit Card",""
1274,"2019-05-12",270,"2010607034131",1,10,115,"Backstage","Cash",""
1275,"2019-04-13",72,"8813275774838",1,10,131,"Early Bird","Credit Card",""
1276,"2019-05-12",225,"3372598438544",0,10,"","VIP","",""
1277,"2019-04-13",72,"3460594695612",0,10,"","Early Bird","",""
1278,"2019-05-12",90,"9143427115444",1,10,18,"Regular","Debit Card",""
1279,"2019-05-12",225,"9748584258565",1,10,14,"VIP","Bank Account",""
1280,"2019-05-12",90,"9568070619516",1,10,57,"Regular","Bank Account",""
1281,"2019-05-12",90,"6612048498153",1,10,140,"Regular","Debit Card",""
1282,"2019-05-12",90,"4347365696963",1,10,31,"Regular","Credit Card",""
1283,"2019-05-12",90,"2182580819421",1,10,142,"Regular","Debit Card",""
1284,"2019-05-12",90,"8121117769532",1,10,51,"Regular","No Cash",""
1285,"2019-05-12",90,"8602949328327",1,10,41,"Regular","Credit Card",""
1286,"2019-05-12",90,"1868453045210",0,10,"","Regular","",""
1287,"2019-05-12",90,"6872391679958",1,10,21,"Regular","Cash",""
1288,"2019-05-12",225,"4379102633424",1,10,112,"VIP","Credit Card",""
1289,"2019-05-12",225,"8339806292092",0,10,"","VIP","",""
1290,"2019-05-12",90,"7765823037099",0,10,"","Regular","",""
1291,"2019-05-12",90,"9941353272970",1,10,144,"Regular","Cash",""
1292,"2019-05-12",270,"7185302082303",1,10,55,"Backstage","No Cash",""
1293,"2019-05-12",90,"5855631986027",1,10,77,"Regular","Debit Card",""
1294,"2019-05-12",90,"7848848655164",1,10,59,"Regular","No Cash",""
1295,"2019-05-12",90,"7868798152787",1,10,10,"Regular","Cash",""
1296,"2019-05-12",90,"5437252882628",1,10,135,"Regular","Credit Card",""
1297,"2019-05-12",90,"1665358722819",1,10,24,"Regular","Cash",""
1298,"2019-05-12",90,"8323079678461",0,10,"","Regular","",""
1299,"2019-05-12",90,"5984734732750",0,10,"","Regular","",""
1300,"2019-05-12",90,"3132652166120",1,10,90,"Regular","Bank Account",""
1301,"2019-05-12",90,"5962115382898",1,10,102,"Regular","Credit Card",""
1302,"2019-04-13",72,"5330857413646",1,10,82,"Early Bird","Cash",""
1303,"2019-05-12",62,"4101465476830",1,10,101,"Group","No Cash",""
1304,"2019-05-12",62,"1658381689412",1,10,23,"Group","Credit Card",""
1305,"2019-05-12",90,"4429818394092",1,10,38,"Regular","Debit Card",""
1306,"2019-05-12",90,"7364220179585",1,10,26,"Regular","Bank Account",""
1307,"2019-05-12",270,"2804911685718",1,10,89,"Backstage","Credit Card",""
1308,"2019-05-12",90,"3552687373844",1,10,117,"Regular","Debit Card",""
1309,"2019-05-12",62,"5716340064133",1,10,148,"Group","Credit Card",""
1310,"2019-05-12",90,"4311032677775",1,10,104,"Regular","Credit Card",""
1311,"2019-05-12",90,"5605301983938",1,10,92,"Regular","No Cash",""
1312,"2019-05-12",90,"3930739233985",0,10,"","Regular","",""
1313,"2019-04-13",72,"7442475681409",0,10,"","Early Bird","",""
1314,"2019-05-12",90,"3972672480842",1,10,33,"Regular","Credit Card",""
1315,"2019-05-12",90,"4895514024486",1,10,95,"Regular","Cash",""
1316,"2019-05-12",90,"1064902115125",1,10,3,"Regular","Credit Card",""
1317,"2019-05-12",90,"7888929425591",0,10,"","Regular","",""
1318,"2019-04-13",72,"1522938348973",0,10,"","Early Bird","",""
1319,"2019-05-12",90,"4525715958025",1,10,145,"Regular","Bank Account",""
1320,"2019-04-13",72,"6352114734556",1,10,146,"Early Bird","Cash",""
1321,"2019-05-12",90,"5491278474486",1,10,53,"Regular","No Cash",""
1322,"2019-05-12",90,"9684304158084",1,10,133,"Regular","Cash",""
1323,"2019-05-12",225,"5465598171370",1,10,94,"VIP","Cash",""
1324,"2019-05-12",90,"4488199966712",1,10,36,"Regular","No Cash",""
1325,"2019-05-12",90,"8616175410764",0,10,"","Regular","",""
1326,"2019-05-12",62,"3142662828586",0,10,"","Group","",""
1327,"2019-05-12",225,"6650327123182",1,10,105,"VIP","Cash",""
1328,"2019-05-12",225,"8679959275532",0,10,"","VIP","",""
1329,"2019-05-12",90,"2854541288694",1,10,37,"Regular","Debit Card",""
1330,"2019-05-12",90,"8621092705259",1,10,85,"Regular","Bank Account",""
1331,"2019-04-13",72,"7675878688721",0,10,"","Early Bird","",""
1332,"2019-05-12",90,"3589068966003",1,10,126,"Regular","Cash",""
1333,"2019-05-12",90,"2115732051339",1,10,32,"Regular","Cash",""
1334,"2019-04-13",72,"1647534238935",1,10,42,"Early Bird","Debit Card",""
1335,"2019-05-12",90,"5297493287459",1,10,22,"Regular","Credit Card",""
1336,"2019-05-12",90,"5383228450697",0,10,"","Regular","",""
1337,"2019-05-12",225,"9384756621699",1,10,91,"VIP","Cash",""
1338,"2019-05-12",90,"6679784573641",1,10,119,"Regular","Bank Account",""
1339,"2019-05-12",225,"9679016582223",1,10,13,"VIP","Bank Account",""
1340,"2019-05-12",90,"1552625081359",1,10,88,"Regular","Debit Card",""
1341,"2019-05-12",225,"8552848165675",1,10,106,"VIP","Cash",""
1342,"2019-05-12",90,"5965367889399",1,10,109,"Regular","Bank Account",""
1343,"2019-05-12",90,"4005894363866",1,10,128,"Regular","Debit Card",""
1344,"2019-05-12",90,"7420571216261",1,10,72,"Regular","Debit Card",""
1345,"2019-05-12",225,"3812685249983",1,10,29,"VIP","No Cash",""
1346,"2019-05-12",90,"3992249255311",0,10,"","Regular","",""
1347,"2019-04-13",72,"4504142250441",0,10,"","Early Bird","",""
1348,"2019-05-12",90,"1578808710208",1,10,75,"Regular","Bank Account",""
1349,"2019-05-12",90,"8109089018496",1,10,45,"Regular","Bank Account",""
1350,"2019-05-12",90,"9452998157235",1,10,66,"Regular","Debit Card",""
1351,"2019-05-12",90,"6663635516102",0,10,"","Regular","",""
1352,"2019-05-12",90,"6126743097668",1,10,99,"Regular","Cash",""
1353,"2019-04-13",72,"3166496591180",1,10,110,"Early Bird","Cash",""
1354,"2019-05-12",90,"1539693102407",0,10,"","Regular","",""
1355,"2019-05-12",90,"4854453988736",0,10,"","Regular","",""
1356,"2019-05-12",90,"7375153233748",1,10,17,"Regular","Debit Card",""
1357,"2019-04-13",72,"5347445010596",1,10,4,"Early Bird","Cash",""
1358,"2019-05-12",90,"8680175782957",1,10,20,"Regular","Credit Card",""
1359,"2019-05-12",90,"2733750059471",1,10,52,"Regular","No Cash",""
1360,"2019-04-13",72,"6225306667205",1,10,8,"Early Bird","No Cash",""
1361,"2019-05-13",120,"8365852343435",1,11,106,"Regular","Credit Card",""
1362,"2019-05-13",120,"4820119175634",1,11,116,"Regular","Credit Card",""
1363,"2019-05-13",120,"6055534671166",1,11,13,"Regular","Bank Account",""
1364,"2019-04-14",96,"8218838668188",1,11,91,"Early Bird","Credit Card",""
1365,"2019-05-13",120,"9222921238874",1,11,148,"Regular","Bank Account",""
1366,"2019-05-13",120,"7257826311873",1,11,139,"Regular","Cash",""
1367,"2019-05-13",120,"1146193262807",1,11,10,"Regular","No Cash",""
1368,"2019-05-13",300,"4442317168620",1,11,111,"VIP","Cash",""
1369,"2019-05-13",120,"8495149914884",1,11,131,"Regular","Cash",""
1370,"2019-04-14",96,"2280877739395",1,11,44,"Early Bird","Debit Card",""
1371,"2019-05-13",120,"7494942143849",1,11,61,"Regular","Debit Card",""
1372,"2019-05-13",120,"4255543475306",1,11,93,"Regular","Cash",""
1373,"2019-05-13",120,"9730887913225",1,11,121,"Regular","No Cash",""
1374,"2019-05-13",300,"5637517343592",0,11,"","VIP","",""
1375,"2019-05-13",120,"8860644836162",1,11,142,"Regular","Bank Account",""
1376,"2019-05-13",120,"4143531172866",1,11,135,"Regular","Bank Account",""
1377,"2019-04-14",96,"7473469708422",1,11,113,"Early Bird","Credit Card",""
1378,"2019-05-13",84,"1531289695516",0,11,"","Group","",""
1379,"2019-05-13",120,"2165712834147",1,11,109,"Regular","No Cash",""
1380,"2019-05-13",120,"7916082786271",1,11,29,"Regular","Bank Account",""
1381,"2019-05-13",120,"2837945158672",1,11,115,"Regular","Credit Card",""
1382,"2019-05-13",120,"7315591915446",1,11,103,"Regular","No Cash",""
1383,"2019-05-13",120,"6367446452585",1,11,24,"Regular","Credit Card",""
1384,"2019-05-13",300,"8500582097351",1,11,129,"VIP","No Cash",""
1385,"2019-05-13",120,"5848437831934",1,11,77,"Regular","Bank Account",""
1386,"2019-05-13",120,"7661828371728",1,11,65,"Regular","Bank Account",""
1387,"2019-05-13",120,"3798509998099",1,11,34,"Regular","Debit Card",""
1388,"2019-05-13",120,"8021528885917",1,11,141,"Regular","Debit Card",""
1389,"2019-05-13",120,"7000108346146",1,11,49,"Regular","Bank Account",""
1390,"2019-05-13",120,"2240384727284",1,11,1,"Regular","Bank Account",""
1391,"2019-05-13",360,"5100711096541",1,11,120,"Backstage","No Cash",""
1392,"2019-05-13",120,"2471946430986",1,11,127,"Regular","Bank Account",""
1393,"2019-04-14",96,"1557741780047",1,11,104,"Early Bird","Credit Card",""
1394,"2019-04-14",96,"6981528377066",1,11,21,"Early Bird","No Cash",""
1395,"2019-05-13",120,"8591792224051",0,11,"","Regular","",""
1396,"2019-05-13",120,"2880520077324",0,11,"","Regular","",""
1397,"2019-05-13",120,"5017375136265",1,11,122,"Regular","Credit Card",""
1398,"2019-05-13",120,"5023652092289",1,11,5,"Regular","Bank Account",""
1399,"2019-05-13",120,"3384637484816",0,11,"","Regular","",""
1400,"2019-04-14",96,"4947777177863",1,11,2,"Early Bird","Bank Account",""
1401,"2019-04-14",96,"5572766089069",1,11,112,"Early Bird","Bank Account",""
1402,"2019-04-14",96,"1204057022690",1,11,144,"Early Bird","No Cash",""
1403,"2019-05-13",120,"9918110298010",1,11,42,"Regular","No Cash",""
1404,"2019-05-13",120,"3257521460675",1,11,56,"Regular","Cash",""
1405,"2019-05-13",120,"9591486659441",1,11,137,"Regular","Bank Account",""
1406,"2019-05-13",120,"1131100626864",1,11,132,"Regular","Bank Account",""
1407,"2019-05-13",300,"7894831263482",1,11,62,"VIP","Debit Card",""
1408,"2019-05-13",120,"6339730558043",1,11,110,"Regular","No Cash",""
1409,"2019-05-13",120,"6562567530460",1,11,78,"Regular","No Cash",""
1410,"2019-05-13",120,"6759237556002",1,11,82,"Regular","Credit Card",""
1411,"2019-05-13",120,"6099648322464",1,11,46,"Regular","Cash",""
1412,"2019-05-13",120,"7921077117206",1,11,92,"Regular","Cash",""
1413,"2019-05-13",120,"6619149541750",1,11,80,"Regular","Debit Card",""
1414,"2019-05-13",120,"8735852976038",1,11,68,"Regular","Credit Card",""
1415,"2019-05-13",360,"6608587048003",0,11,"","Backstage","",""
1416,"2019-05-13",120,"5585299866329",1,11,124,"Regular","Cash",""
1417,"2019-05-13",120,"1997437455027",1,11,47,"Regular","Bank Account",""
1418,"2019-05-13",84,"9684808100150",0,11,"","Group","",""
1419,"2019-04-14",96,"4607876626213",1,11,70,"Early Bird","No Cash",""
1420,"2019-05-13",360,"7659783130328",0,11,"","Backstage","",""
1421,"2019-05-13",120,"6673647244017",1,11,143,"Regular","Credit Card",""
1422,"2019-05-13",84,"2352558384285",1,11,17,"Group","Credit Card",""
1423,"2019-05-13",300,"2847096433426",1,11,9,"VIP","Debit Card",""
1424,"2019-05-13",120,"5526858449521",1,11,90,"Regular","Debit Card",""
1425,"2019-05-13",84,"4971632442547",1,11,19,"Group","Debit Card",""
1426,"2019-05-13",120,"5200380261592",1,11,48,"Regular","Bank Account",""
1427,"2019-05-13",120,"2635323330683",1,11,43,"Regular","Cash",""
1428,"2019-05-13",120,"7477235987327",1,11,59,"Regular","No Cash",""
1429,"2019-05-13",120,"7726499238899",0,11,"","Regular","",""
1430,"2019-05-13",120,"1296406586389",1,11,3,"Regular","No Cash",""
1431,"2019-05-13",120,"2864608456170",1,11,67,"Regular","Cash",""
1432,"2019-05-13",120,"7424879473276",1,11,138,"Regular","Credit Card",""
1433,"2019-05-13",120,"8967492036217",1,11,45,"Regular","Cash",""
1434,"2019-05-13",300,"5944977780954",1,11,119,"VIP","Cash",""
1435,"2019-05-13",120,"8153481605654",1,11,117,"Regular","Bank Account",""
1436,"2019-05-13",120,"7042566831195",1,11,50,"Regular","Bank Account",""
1437,"2019-05-13",120,"1537817921599",1,11,108,"Regular","Cash",""
1438,"2019-05-13",120,"2838116272244",1,11,15,"Regular","Bank Account",""
1439,"2019-05-13",300,"8887889403942",1,11,87,"VIP","Credit Card",""
1440,"2019-05-13",120,"6691311569286",0,11,"","Regular","",""
1441,"2019-05-13",120,"5258772321564",1,11,149,"Regular","Bank Account",""
1442,"2019-05-13",120,"9982302716364",0,11,"","Regular","",""
1443,"2019-05-13",120,"1870546259370",0,11,"","Regular","",""
1444,"2019-05-13",120,"6690067635928",0,11,"","Regular","",""
1445,"2019-05-13",120,"1284054597583",1,11,101,"Regular","Cash",""
1446,"2019-05-13",360,"9834556259171",1,11,134,"Backstage","Cash",""
1447,"2019-05-13",360,"3170281646868",1,11,26,"Backstage","Cash",""
1448,"2019-05-13",120,"6407336417288",1,11,72,"Regular","Cash",""
1449,"2019-05-13",120,"2853463030110",1,11,128,"Regular","No Cash",""
1450,"2019-05-13",300,"4581286191528",0,11,"","VIP","",""
1451,"2019-05-13",120,"2480031803520",1,11,41,"Regular","No Cash",""
1452,"2019-04-14",96,"1584489429458",1,11,16,"Early Bird","Cash",""
1453,"2019-05-13",120,"9476621825700",1,11,140,"Regular","Cash",""
1454,"2019-05-13",300,"9981610259331",1,11,130,"VIP","No Cash",""
1455,"2019-05-13",120,"7852033553987",1,11,136,"Regular","Credit Card",""
1456,"2019-04-14",96,"1545211493922",1,11,75,"Early Bird","Debit Card",""
1457,"2019-05-13",360,"1516085016943",1,11,39,"Backstage","Debit Card",""
1458,"2019-05-13",120,"3772851530765",0,11,"","Regular","",""
1459,"2019-04-14",96,"9998079845302",1,11,150,"Early Bird","Debit Card",""
1460,"2019-05-13",84,"2978674459252",0,11,"","Group","",""
1461,"2019-05-13",120,"3917518896929",1,11,23,"Regular","Credit Card",""
1462,"2019-04-14",96,"6226501390044",1,11,27,"Early Bird","Bank Account",""
1463,"2019-05-13",120,"8981802833660",0,11,"","Regular","",""
1464,"2019-05-13",300,"8090369671237",1,11,126,"VIP","Debit Card",""
1465,"2019-05-13",120,"8904710731119",1,11,54,"Regular","Debit Card",""
1466,"2019-05-13",120,"5473615151733",1,11,118,"Regular","Cash",""
1467,"2019-05-13",120,"5855656489704",1,11,18,"Regular","Credit Card",""
1468,"2019-05-13",120,"2596750454999",1,11,145,"Regular","Cash",""
1469,"2019-05-13",120,"6516570878160",0,11,"","Regular","",""
1470,"2019-04-14",96,"4298526218715",1,11,11,"Early Bird","Debit Card",""
1471,"2019-05-13",120,"1283792516625",1,11,76,"Regular","Bank Account",""
1472,"2019-05-13",120,"2778430829591",0,11,"","Regular","",""
1473,"2019-05-13",120,"6608178721750",0,11,"","Regular","",""
1474,"2019-04-14",96,"6402762011630",0,11,"","Early Bird","",""
1475,"2019-04-14",96,"2406388158848",1,11,22,"Early Bird","Cash",""
1476,"2019-05-13",120,"3867888720942",1,11,6,"Regular","Bank Account",""
1477,"2019-04-14",96,"1291211403357",1,11,99,"Early Bird","Bank Account",""
1478,"2019-04-14",96,"7478632455593",1,11,97,"Early Bird","Cash",""
1479,"2019-05-13",120,"9681663387798",1,11,55,"Regular","Debit Card",""
1480,"2019-05-13",300,"1508118850678",1,11,71,"VIP","Bank Account",""
1481,"2019-05-13",300,"2306878943822",1,11,79,"VIP","No Cash",""
1482,"2019-05-13",120,"4421388740057",1,11,100,"Regular","Cash",""
1483,"2019-05-13",300,"3854103612492",1,11,51,"VIP","Bank Account",""
1484,"2019-05-13",120,"6198137368599",1,11,88,"Regular","No Cash",""
1485,"2019-05-13",120,"4954399089454",1,11,94,"Regular","Credit Card",""
1486,"2019-05-13",120,"4512148423621",1,11,98,"Regular","Credit Card",""
1487,"2019-04-14",96,"4752224988894",1,11,102,"Early Bird","Cash",""
1488,"2019-05-13",120,"1867454752534",1,11,95,"Regular","Debit Card",""
1489,"2019-05-13",84,"3875046221357",1,11,69,"Group","Bank Account",""
1490,"2019-05-13",120,"6432646847442",1,11,146,"Regular","Bank Account",""
1491,"2019-05-14",87,"2883034080975",1,12,56,"Regular","Credit Card",""
1492,"2019-05-14",87,"6361237875756",1,12,23,"Regular","Cash",""
1493,"2019-05-14",87,"7619491762324",1,12,83,"Regular","Cash",""
1494,"2019-05-14",87,"4765272590414",1,12,7,"Regular","Cash",""
1495,"2019-05-14",60,"4341049688258",1,12,115,"Group","Credit Card",""
1496,"2019-04-15",69,"9302836032661",1,12,102,"Early Bird","Bank Account",""
1497,"2019-05-14",87,"2230030852808",1,12,94,"Regular","Cash",""
1498,"2019-05-14",87,"6734696752334",1,12,95,"Regular","Cash",""
1499,"2019-05-14",87,"4113466014350",1,12,66,"Regular","Debit Card",""
1500,"2019-05-14",217,"9004373577249",1,12,2,"VIP","No Cash",""
1501,"2019-04-15",69,"5219970170288",0,12,"","Early Bird","",""
1502,"2019-05-14",60,"3804194434416",1,12,70,"Group","Bank Account",""
1503,"2019-05-14",87,"5328718104330",1,12,136,"Regular","Debit Card",""
1504,"2019-05-14",87,"6555021455085",1,12,53,"Regular","Debit Card",""
1505,"2019-05-14",87,"5878734997416",1,12,117,"Regular","No Cash",""
1506,"2019-05-14",87,"1026179251393",0,12,"","Regular","",""
1507,"2019-05-14",87,"5001402631942",1,12,124,"Regular","No Cash",""
1508,"2019-05-14",87,"1422901318579",1,12,48,"Regular","No Cash",""
1509,"2019-05-14",87,"1094450382481",1,12,28,"Regular","Credit Card",""
1510,"2019-05-14",87,"1888838951233",1,12,104,"Regular","Credit Card",""
1511,"2019-05-14",87,"6820220497450",1,12,72,"Regular","No Cash",""
1512,"2019-05-14",87,"6416815221959",1,12,63,"Regular","No Cash",""
1513,"2019-05-14",87,"9550748644767",1,12,134,"Regular","Bank Account",""
1514,"2019-05-14",87,"2896828013179",1,12,13,"Regular","Credit Card",""
1515,"2019-05-14",87,"1737234383703",1,12,107,"Regular","No Cash",""
1516,"2019-05-14",261,"1180986136752",1,12,133,"Backstage","Bank Account",""
1517,"2019-05-14",87,"9164960279051",1,12,14,"Regular","No Cash",""
1518,"2019-05-14",87,"1608716154209",0,12,"","Regular","",""
1519,"2019-05-14",217,"3777093136265",1,12,17,"VIP","Bank Account",""
1520,"2019-05-14",87,"7080060337128",0,12,"","Regular","",""
1521,"2019-05-14",217,"7855621824059",0,12,"","VIP","",""
1522,"2019-04-15",69,"2739044050133",0,12,"","Early Bird","",""
1523,"2019-05-14",87,"8684007606530",1,12,35,"Regular","Credit Card",""
1524,"2019-04-15",69,"8204029404446",1,12,101,"Early Bird","Credit Card",""
1525,"2019-04-15",69,"1604047485332",1,12,90,"Early Bird","No Cash",""
1526,"2019-05-14",87,"6622580855422",0,12,"","Regular","",""
1527,"2019-04-15",69,"3400753250089",1,12,61,"Early Bird","Debit Card",""
1528,"2019-05-14",87,"2468848142548",1,12,68,"Regular","Debit Card",""
1529,"2019-05-14",60,"5718704375620",0,12,"","Group","",""
1530,"2019-05-14",87,"3506099088890",1,12,36,"Regular","Debit Card",""
1531,"2019-05-14",217,"5318873625763",1,12,74,"VIP","Bank Account",""
1532,"2019-05-14",60,"8539570559632",0,12,"","Group","",""
1533,"2019-05-14",261,"2169301856504",1,12,62,"Backstage","Debit Card",""
1534,"2019-04-15",69,"2047048389854",1,12,34,"Early Bird","No Cash",""
1535,"2019-05-14",87,"2015685994530",1,12,148,"Regular","Cash",""
1536,"2019-05-14",87,"5407550793164",1,12,147,"Regular","Cash",""
1537,"2019-05-14",87,"2557442953493",1,12,50,"Regular","Debit Card",""
1538,"2019-05-14",87,"1092619359692",0,12,"","Regular","",""
1539,"2019-05-14",87,"3738082649199",1,12,85,"Regular","Debit Card",""
1540,"2019-05-14",87,"6181207622432",1,12,55,"Regular","No Cash",""
1541,"2019-05-14",87,"1060946715337",1,12,130,"Regular","Bank Account",""
1542,"2019-05-14",261,"1520163763307",1,12,58,"Backstage","Bank Account",""
1543,"2019-05-14",87,"5681998887019",1,12,81,"Regular","Debit Card",""
1544,"2019-05-14",87,"1688152635246",1,12,12,"Regular","Bank Account",""
1545,"2019-04-15",69,"4855515587159",1,12,111,"Early Bird","Cash",""
1546,"2019-05-14",217,"8099429016712",0,12,"","VIP","",""
1547,"2019-05-14",87,"8103449969423",1,12,29,"Regular","No Cash",""
1548,"2019-05-14",87,"1527217136289",1,12,126,"Regular","Credit Card",""
1549,"2019-05-14",87,"4180121683957",1,12,57,"Regular","Debit Card",""
1550,"2019-05-14",87,"3022378001719",1,12,71,"Regular","Credit Card",""
1551,"2019-05-14",87,"1326104708555",1,12,9,"Regular","Debit Card",""
1552,"2019-05-14",87,"3345811426591",1,12,116,"Regular","No Cash",""
1553,"2019-05-14",87,"1760365089827",1,12,106,"Regular","Credit Card",""
1554,"2019-05-14",87,"1668545913498",1,12,121,"Regular","No Cash",""
1555,"2019-05-14",87,"9126160495167",0,12,"","Regular","",""
1556,"2019-05-14",261,"2219395004294",0,12,"","Backstage","",""
1557,"2019-05-14",87,"5872895359323",1,12,87,"Regular","Bank Account",""
1558,"2019-05-14",87,"1674732460326",1,12,5,"Regular","Debit Card",""
1559,"2019-05-14",87,"7780037179293",0,12,"","Regular","",""
1560,"2019-05-14",217,"7268679618775",0,12,"","VIP","",""
1561,"2019-05-14",87,"4957674893628",1,12,46,"Regular","Bank Account",""
1562,"2019-05-14",87,"6194680024711",1,12,73,"Regular","Cash",""
1563,"2019-05-14",217,"6614345677968",1,12,89,"VIP","Bank Account",""
1564,"2019-05-14",60,"4597894729784",1,12,33,"Group","Cash",""
1565,"2019-05-14",87,"4708585971688",1,12,26,"Regular","No Cash",""
1566,"2019-05-14",87,"4125674404965",1,12,39,"Regular","Bank Account",""
1567,"2019-05-14",87,"4039488661152",1,12,125,"Regular","Credit Card",""
1568,"2019-05-14",87,"5225486195853",1,12,6,"Regular","Cash",""
1569,"2019-04-15",69,"9590836877412",1,12,20,"Early Bird","Bank Account",""
1570,"2019-05-14",87,"1216319247568",1,12,100,"Regular","Credit Card",""
1571,"2019-05-14",87,"2989522769552",1,12,4,"Regular","Bank Account",""
1572,"2019-05-14",87,"2246317983992",1,12,42,"Regular","Bank Account",""
1573,"2019-05-14",217,"4770683962293",1,12,52,"VIP","Cash",""
1574,"2019-04-15",69,"2828667154945",0,12,"","Early Bird","",""
1575,"2019-05-14",87,"8048866524711",1,12,146,"Regular","Cash",""
1576,"2019-05-14",87,"1945266913554",1,12,122,"Regular","No Cash",""
1577,"2019-04-15",69,"4594487072131",1,12,11,"Early Bird","Cash",""
1578,"2019-05-14",87,"6465091406823",1,12,149,"Regular","Credit Card",""
1579,"2019-04-15",69,"3835033480801",1,12,113,"Early Bird","Credit Card",""
1580,"2019-05-14",87,"8461398375121",1,12,3,"Regular","Debit Card",""
1581,"2019-05-14",87,"4223515729238",1,12,132,"Regular","Credit Card",""
1582,"2019-05-14",217,"5883572808124",1,12,118,"VIP","Credit Card",""
1583,"2019-05-14",87,"9047841176051",0,12,"","Regular","",""
1584,"2019-05-14",217,"8046565590490",1,12,64,"VIP","Cash",""
1585,"2019-05-14",217,"1432437211860",0,12,"","VIP","",""
1586,"2019-05-14",87,"9423916700954",1,12,139,"Regular","Bank Account",""
1587,"2019-04-15",69,"5747058258958",1,12,79,"Early Bird","Credit Card",""
1588,"2019-05-14",87,"8337789177150",1,12,137,"Regular","Credit Card",""
