Rating_id,ArtistPerformanceINT,SoundAndLightingINT,StagePresenceINT,OrganizationINT,OverallImpressionINT,Performance_Performance_id,Visitor_Visitor_id
14640,4,4,2,2,1,25,62
14641,3,2,1,1,5,26,52
14642,2,4,1,2,1,27,52
14643,2,2,5,1,2,25,1
14644,5,2,5,1,1,26,1
14645,3,1,1,5,5,25,101
14646,5,4,2,1,5,25,48
14647,3,4,5,2,4,27,141
14648,4,5,2,2,2,26,141
14649,1,5,5,2,4,25,102
14650,5,4,5,1,2,26,102
14651,1,1,1,1,4,27,146
14652,4,2,3,1,5,26,22
14653,1,2,4,4,5,27,75
14656,3,1,4,3,4,26,29
14657,2,2,2,3,2,27,29
14658,3,2,3,3,2,27,45
14659,1,2,1,2,1,26,45
14660,3,5,5,2,4,25,45
14661,4,4,4,4,5,25,91
14662,4,1,4,5,2,27,91
14663,5,3,3,5,2,26,120
14664,5,4,3,2,5,25,33
14665,5,3,1,5,1,26,33
14666,3,4,3,3,2,27,33
14667,5,4,2,1,4,26,139
14668,2,4,3,1,3,26,87
14670,4,1,1,1,1,27,127
14671,2,3,2,4,3,27,42
14672,3,1,1,1,3,25,42
14673,5,1,1,1,2,26,72
14674,4,2,4,4,2,25,72
14675,3,5,4,4,2,25,47
14676,4,3,4,4,1,26,47
14677,2,5,1,3,3,27,47
14678,1,4,3,3,1,26,71
14679,2,2,2,3,2,27,71
14681,3,4,3,2,4,27,7
14682,3,3,1,1,5,25,7
14683,1,2,1,3,5,26,7
14684,2,3,2,1,1,26,100
14685,4,1,4,2,3,27,109
14689,4,1,1,3,4,25,140
14690,5,1,4,2,1,27,61
14691,4,1,1,5,2,26,61
14692,2,4,5,3,1,25,61
14695,2,3,3,1,3,25,25
14696,4,5,4,1,2,25,70
14697,2,5,2,1,1,26,70
14698,5,1,1,1,2,25,56
14702,3,1,4,1,1,26,53
14703,1,4,3,3,2,26,59
14704,5,1,3,1,1,25,59
14705,1,5,2,4,5,27,59
14706,1,5,1,1,4,27,83
14707,5,4,4,1,5,26,83
14708,2,2,4,3,1,25,83
14710,3,2,3,4,1,25,44
14711,1,3,1,1,3,26,44
14712,2,3,5,1,4,27,44
14713,4,4,1,1,5,26,124
14714,5,4,1,4,3,25,124
14717,4,2,5,1,4,25,19
14718,5,1,5,3,4,26,19
14719,5,3,1,2,1,27,19
14720,4,4,4,4,1,25,8
14721,1,2,4,4,1,26,8
14722,3,2,3,3,3,27,51
14725,1,5,3,3,3,25,117
14726,4,1,2,2,5,27,117
14727,2,1,5,4,5,26,117
14728,1,3,3,4,1,26,88
14729,5,5,3,4,4,25,88
14730,5,5,4,5,4,27,88
14731,3,1,3,1,4,26,24
14732,3,5,5,5,2,26,74
14733,4,2,3,5,4,25,74
14737,2,3,1,1,4,27,113
14738,3,2,4,4,3,25,113
14739,2,1,3,5,5,26,113
14743,1,2,1,5,2,26,92
14744,2,1,2,1,1,25,92
14747,3,3,4,4,3,27,15
14748,2,5,3,3,1,26,15
14749,2,5,1,1,4,25,16
14750,3,1,5,1,3,26,23
14751,5,1,4,5,1,26,123
14755,1,2,5,1,5,26,35
14756,4,4,4,3,4,27,35
14757,5,1,2,2,5,25,35
14758,5,5,4,5,5,27,126
14759,2,3,2,3,5,26,126
14760,2,1,1,4,1,25,126
15893,1,1,5,4,3,30,25
15894,4,2,3,5,4,30,38
15895,2,5,2,5,1,29,38
15896,2,1,2,3,1,28,38
15901,4,3,1,4,1,28,90
15902,3,5,5,1,5,30,28
15903,4,4,1,4,2,29,28
15904,3,3,3,4,4,28,28
15905,2,2,2,5,3,30,76
15906,2,4,2,1,4,29,76
15915,2,4,4,3,1,28,63
15916,1,3,5,1,3,30,63
15917,4,4,1,1,3,29,63
15918,4,5,4,3,4,28,108
15919,5,5,2,5,1,29,108
15920,5,2,1,2,2,30,108
15922,1,1,1,4,3,28,59
15923,5,4,3,2,1,29,59
15924,4,1,3,2,5,29,109
15925,5,1,3,4,1,28,109
15926,4,4,3,3,2,30,109
15927,4,1,1,4,2,29,85
15928,5,2,1,1,1,30,85
15929,2,4,3,3,1,30,39
15930,1,5,1,2,3,29,39
15931,3,2,2,1,2,28,3
15932,3,1,5,2,4,29,3
15933,2,3,3,1,4,30,3
15934,1,4,3,1,5,29,34
15935,1,4,3,1,4,28,98
15936,5,2,4,2,3,30,98
15937,1,2,4,5,4,29,98
15938,3,5,1,1,3,29,123
15939,1,4,2,4,3,28,123
15940,1,3,2,2,2,28,50
15941,4,2,2,1,5,29,50
15942,3,2,5,5,3,28,55
15943,3,1,1,5,5,29,55
15944,5,2,1,5,1,30,55
15945,2,3,5,3,1,29,35
15946,3,5,2,2,2,28,35
15947,4,5,2,1,3,30,35
15948,3,1,1,4,1,28,14
15949,5,2,2,2,1,29,14
15951,4,1,2,3,3,28,127
15952,3,3,5,3,5,29,127
15953,3,2,4,4,4,28,122
15954,1,4,2,5,2,29,122
15955,4,1,2,3,1,30,122
15956,5,2,3,5,3,28,29
15957,1,3,5,4,1,28,51
15958,5,1,3,1,1,30,51
15959,5,4,5,3,5,29,51
15960,5,4,1,5,4,28,32
15961,5,5,1,1,4,30,24
15962,2,1,3,4,5,28,24
15963,1,1,1,4,4,29,24
15964,4,3,1,3,2,30,40
15965,1,5,3,4,4,29,40
15966,2,4,4,2,4,28,40
15967,1,3,1,3,2,30,8
15968,2,4,3,5,3,28,8
15969,2,4,4,5,5,29,8
15970,5,3,3,4,3,28,4
15971,2,3,5,3,3,29,4
15972,5,3,3,2,1,30,54
15973,3,3,1,5,5,28,54
15974,2,3,2,4,1,30,135
15975,5,2,2,4,2,29,135
15976,1,5,2,3,5,30,18
15977,5,4,2,1,4,29,18
15978,5,3,2,4,1,30,60
15979,2,1,5,1,2,28,60
15980,4,3,1,5,5,28,74
15981,3,4,4,1,5,28,36
15982,2,1,3,2,2,29,124
15983,4,5,4,1,1,28,49
15984,3,1,2,2,3,28,142
15985,1,4,1,2,4,30,142
15986,1,4,3,1,5,29,142
15987,3,4,1,3,2,28,2
15988,4,1,4,4,2,30,30
15989,2,4,1,3,3,30,6
15990,5,2,5,3,4,29,6
15991,3,3,1,4,3,28,6
15992,3,1,3,3,1,28,56
15993,1,4,1,2,5,30,56
15994,3,4,5,4,1,29,56
16000,4,3,2,1,2,30,15
16001,5,1,1,4,3,29,65
16002,4,3,1,4,4,29,52
16003,2,5,2,1,2,28,131
16004,3,2,2,4,4,30,131
16005,1,1,2,2,4,28,130
16006,2,2,3,4,3,30,130
16007,5,5,5,4,1,29,130
16008,3,1,3,4,1,28,46
16009,1,3,3,5,4,28,77
16010,5,5,3,4,5,30,77
16011,1,2,1,1,1,29,77
16012,5,2,4,5,1,29,91
16013,1,5,3,1,3,30,91
16014,5,4,4,5,1,29,73
16015,3,5,4,2,4,29,113
16016,4,4,5,2,5,30,113
16017,2,5,1,2,5,30,147
16018,3,1,1,4,3,29,147
16019,5,5,5,5,5,28,147
16020,2,4,3,5,1,28,27
16021,4,5,4,4,1,30,27
16022,5,2,3,2,2,30,58
16023,5,3,1,2,3,30,99
16024,1,3,4,1,4,28,99
16025,4,5,5,4,3,29,99
16026,3,2,5,1,5,28,104
16027,3,2,3,1,2,30,79
16030,3,4,5,2,4,28,71
16031,1,1,5,3,4,29,71
16032,1,4,4,3,4,30,71
16035,3,4,2,1,1,29,116
16036,5,5,3,4,5,30,116
16039,5,1,4,3,1,28,67
16040,2,2,4,3,1,28,144
16041,3,4,4,2,5,29,144
16044,3,2,1,2,2,28,128
16045,2,3,2,3,4,29,128
16046,3,5,1,3,1,30,128
16047,2,3,4,2,4,28,87
16048,3,5,1,1,1,30,87
16049,4,5,5,3,1,28,48
16050,3,3,2,5,4,28,57
16051,4,3,4,5,5,28,121
16052,3,3,1,4,5,30,121
16056,3,1,3,3,5,30,68
16057,4,3,1,2,3,29,120
16058,1,2,4,4,1,30,120
16059,1,2,4,2,2,28,112
16060,3,4,5,5,4,29,112
16062,5,4,3,5,5,29,22
16063,2,1,3,1,4,30,22
16066,3,3,2,5,4,29,117
16067,3,3,2,4,2,28,117
16068,4,2,4,1,3,30,117
16069,2,4,3,3,1,30,146
16070,5,5,5,3,4,30,7
16071,4,4,1,3,2,29,7
16072,1,4,1,3,3,28,7
16073,2,5,1,2,1,28,62
16074,3,2,2,1,4,28,10
16075,3,5,2,1,3,29,10
16076,3,2,5,4,4,30,10
16077,2,4,5,1,4,28,148
16078,1,5,1,4,1,30,75
16079,5,5,4,5,5,28,75
16080,5,2,2,4,3,29,17
16081,3,3,1,4,5,30,17
16082,2,2,2,3,2,28,82
16083,2,5,4,3,5,30,82
16084,1,3,3,3,4,29,82
16085,5,5,3,2,2,28,72
16086,4,1,3,3,3,29,72
16087,5,3,3,5,3,30,64
16088,4,5,3,4,1,30,118
16089,4,3,3,2,4,29,102
16090,2,3,5,1,3,28,102
16091,1,4,3,4,1,30,102
16092,4,3,5,2,2,28,16
16093,5,2,1,3,1,29,89
16094,1,2,4,1,2,28,89
16095,3,1,3,5,2,30,89
16096,3,2,1,2,5,30,145
16097,3,1,2,4,5,30,95
16098,2,2,5,1,2,28,95
16099,2,1,5,5,1,29,95
16101,3,2,3,2,4,29,133
16102,1,1,1,4,2,30,133
16104,5,3,3,2,4,28,20
16105,3,2,1,3,3,29,136
16106,4,1,1,3,5,28,136
16107,1,1,2,4,1,28,125
16108,1,4,2,3,3,29,143
16109,2,4,4,2,2,30,143
16110,3,1,1,4,4,28,143
16111,1,3,5,5,5,29,119
16112,5,3,4,1,3,30,119
16116,3,1,4,5,3,29,61
16117,5,1,4,4,1,28,61
16118,2,2,5,2,3,29,132
16119,4,2,1,4,3,29,129
16120,5,1,5,2,5,28,129
16121,1,4,4,5,1,28,140
16122,2,4,4,3,1,29,88
16123,5,3,3,5,3,30,88
16124,3,4,5,2,5,29,80
16125,1,4,1,1,2,30,111
16126,4,1,2,3,4,28,111
16127,4,1,2,2,5,29,111
16129,4,1,4,3,5,28,138
16130,4,5,5,3,3,30,138
16131,2,3,3,2,4,29,138
16132,4,4,1,1,5,29,41
16133,4,2,4,2,3,28,41
16134,5,4,1,5,5,30,41
16135,2,4,1,3,4,30,137
16136,5,1,4,5,1,29,137
16137,4,5,5,5,3,28,137
16138,1,2,4,5,1,30,105
16143,1,1,4,4,4,30,69
16144,2,4,3,4,3,28,69
16147,3,2,4,1,3,28,12
16148,5,5,3,2,2,29,12
16149,1,2,5,5,1,30,141
16150,3,4,3,1,1,29,141
16152,3,3,1,3,3,30,97
16153,4,4,2,4,3,28,97
16154,2,3,1,1,1,29,97
16159,2,4,5,4,3,29,78
16160,4,4,2,5,5,30,78
16161,1,2,2,1,2,28,78
16164,1,1,5,3,4,29,13
16165,1,3,2,3,1,28,13
16166,2,5,2,5,3,30,106
16167,4,1,5,4,3,29,106
16171,2,5,3,3,5,28,43
16172,5,2,4,3,3,30,21
16173,1,1,2,4,3,29,21
16174,4,5,3,4,4,28,21
16175,1,4,3,4,3,28,44
16176,3,4,4,5,4,30,44
16177,5,1,3,1,5,29,44
16181,5,1,1,4,3,30,110
16182,3,3,2,5,2,29,110
16183,1,3,2,3,2,30,53
16184,4,5,2,2,1,30,31
16185,2,5,3,1,5,28,31
16186,1,3,5,4,5,29,31
16187,1,2,3,3,3,30,19
16188,4,5,4,5,5,28,19
16189,5,4,4,4,5,29,19
16190,1,2,1,5,3,30,37
16191,1,5,3,3,1,29,37
16192,5,4,3,2,2,28,101
16193,2,3,2,4,4,30,101
16194,3,4,5,5,2,29,101
16197,4,2,5,3,3,28,96
16198,3,3,2,3,1,30,96
16199,5,4,5,4,4,29,96
16200,3,2,1,2,5,29,23
16201,5,2,5,3,3,28,23
16202,1,2,2,1,2,29,134
16203,1,5,4,2,4,30,126
16204,1,4,3,2,5,28,66
16205,5,4,3,5,4,29,66
16206,3,3,3,1,1,28,94
16207,3,2,3,4,1,29,94
16208,5,2,3,1,2,30,94
16209,3,1,3,4,1,28,26
16210,3,5,4,2,5,29,26
16211,3,4,2,3,2,30,26
16213,2,4,5,3,3,29,47
16214,4,3,4,2,4,28,47
16215,5,2,5,1,3,28,33
16216,2,5,5,1,1,30,86
16217,3,3,1,1,2,29,86
16221,3,5,4,5,3,28,149
16222,3,5,5,1,5,30,149
16223,5,1,2,2,2,29,149
16224,1,5,4,1,4,28,100
16225,3,2,2,4,1,29,100
16226,5,1,4,4,5,30,100
16227,4,4,3,3,3,28,42
16228,2,4,2,3,3,30,5
16229,5,1,4,3,1,29,5
16236,3,5,1,3,4,30,103
16238,3,4,4,1,2,28,70
16239,5,2,5,2,1,30,70
16240,4,5,3,5,1,28,107
16241,5,2,3,2,1,30,11
16242,4,1,5,4,5,29,11
16243,4,4,5,1,5,28,11
16244,1,3,1,2,2,29,150
16245,3,3,5,4,1,30,150
16246,1,2,5,5,5,28,150
16247,2,1,4,2,5,29,139
16248,3,4,3,2,5,30,139
16249,3,1,5,4,5,28,139
16250,5,1,5,3,1,30,45
16251,2,3,1,5,5,29,45
16252,1,5,1,3,3,30,84
16253,3,4,4,1,3,28,84
16254,1,3,3,1,4,29,84
16258,5,3,1,1,3,30,92
16261,5,4,1,4,5,30,9
16262,5,5,3,1,1,28,9
16263,1,5,4,1,3,28,114
16264,1,2,4,2,1,30,114
16265,5,5,1,5,2,29,114
16266,2,5,1,2,3,29,83
16267,5,5,5,1,5,30,83
16269,4,3,3,5,1,30,1
16270,4,1,1,5,5,29,81
16271,1,4,3,5,4,28,93
16272,2,4,5,5,5,29,93
16273,4,4,5,4,1,28,115
16274,3,2,3,1,1,29,115
16275,1,5,4,4,1,30,115
19325,4,1,2,2,2,33,54
19326,3,5,1,1,3,31,54
19329,1,1,1,1,3,33,26
19330,4,2,5,1,5,34,26
19331,3,2,4,3,3,34,91
19332,2,3,2,5,3,34,115
19333,2,4,4,1,4,31,115
19335,2,5,4,2,1,34,59
19336,5,3,4,3,3,33,47
19337,5,3,3,2,3,32,40
19338,4,3,3,2,3,33,40
19339,1,3,4,4,3,33,80
19340,5,4,2,4,3,31,80
19341,4,1,3,4,5,34,80
19342,2,1,3,1,4,34,79
19343,3,1,4,3,1,31,79
19344,4,1,5,5,1,34,149
19346,1,1,1,2,5,33,63
19347,5,3,4,1,4,32,20
19348,2,2,5,3,3,34,20
19349,2,3,1,3,1,33,20
19350,1,1,5,4,4,34,146
19351,3,2,4,4,2,33,146
19352,1,2,3,3,1,34,103
19353,4,3,2,5,2,31,15
19354,3,5,2,3,3,34,15
19355,5,2,5,3,5,31,55
19356,1,4,2,2,2,33,55
19357,1,2,1,2,4,34,55
19358,1,2,1,1,3,31,90
19359,5,1,3,1,2,32,90
19361,5,4,2,1,1,31,125
19362,3,4,2,5,5,34,125
19363,1,3,1,4,5,32,117
19364,3,2,3,5,2,33,117
19365,1,1,2,2,1,32,120
19366,2,2,1,1,3,34,120
19367,2,1,3,1,3,31,120
19368,4,2,3,4,1,31,50
19369,3,2,2,2,1,34,50
19370,1,3,5,1,5,31,113
19371,2,2,2,4,4,33,113
19372,1,5,1,2,5,32,113
19373,3,4,4,4,2,32,9
19374,2,1,4,5,5,32,37
19375,3,3,2,1,2,31,37
19379,3,1,1,3,1,33,104
19380,2,1,2,5,5,32,58
19381,5,3,2,5,2,33,58
19382,5,5,2,3,4,32,14
19383,1,1,2,3,2,33,14
19384,2,2,5,3,5,34,14
19385,5,5,4,4,3,33,27
19386,5,2,3,3,1,31,27
19387,3,1,3,1,4,32,39
19388,4,2,3,1,4,31,22
19389,2,1,2,5,1,33,93
19390,3,4,5,3,5,32,93
19391,4,1,1,2,1,34,93
19392,3,4,4,5,1,32,8
19393,3,4,4,3,3,31,8
19394,5,3,5,3,3,32,3
19395,1,4,3,1,3,31,3
19396,4,4,5,4,5,33,74
19397,5,2,2,4,3,34,74
19398,1,5,5,4,1,31,44
19399,3,5,3,3,1,34,44
19400,5,4,1,2,5,33,44
19401,4,3,1,4,3,31,145
19402,1,4,5,1,5,32,145
19406,5,1,2,5,3,33,112
19407,5,5,4,5,3,32,112
19409,4,3,5,1,3,31,138
19410,1,2,3,5,4,32,101
19411,3,5,5,5,5,33,101
19412,1,5,2,4,4,33,30
19417,2,1,4,2,1,34,46
19418,4,2,4,3,5,32,46
19419,1,1,3,2,5,31,46
19423,1,1,3,1,3,31,97
19424,3,4,1,5,2,33,97
19427,4,5,3,1,2,33,100
19428,2,3,5,2,1,31,100
19429,2,2,1,4,1,33,119
19430,4,5,1,5,4,31,119
19431,5,1,2,3,4,32,78
19432,3,2,5,4,2,33,78
19433,1,4,1,3,5,31,78
19436,3,1,2,1,2,34,83
19437,4,1,5,5,1,32,51
19438,3,2,4,3,3,31,51
19439,3,2,5,3,2,33,51
19440,4,3,4,4,3,32,150
19441,1,2,2,3,4,34,150
19448,1,5,4,3,5,34,96
19449,1,2,5,3,1,33,96
19450,3,1,5,4,2,31,96
19451,5,3,4,3,1,32,77
19462,3,4,1,1,1,32,139
19463,3,2,4,2,1,33,139
19464,4,3,2,3,1,34,139
19465,2,2,2,3,3,34,16
19466,5,2,3,1,1,31,16
19468,5,2,5,3,2,33,133
19469,2,3,2,5,2,32,133
19470,3,1,2,3,4,32,25
19471,4,5,2,1,2,33,67
19472,2,3,4,2,5,32,67
19473,4,5,5,4,4,32,17
19474,4,5,2,2,1,33,17
19475,5,5,5,5,1,34,56
19476,1,3,2,1,5,34,18
19481,3,1,1,2,3,31,60
19482,4,4,2,3,2,32,60
19483,4,4,2,3,1,34,60
19484,1,3,1,5,1,31,68
19485,1,4,1,5,3,33,68
19486,1,1,4,5,3,32,68
19487,5,3,3,5,1,31,66
19488,2,3,3,2,1,32,66
19489,5,1,2,1,2,34,66
19490,3,2,3,5,3,32,13
19491,5,2,4,1,5,32,12
19492,2,3,2,1,2,33,12
19493,3,2,4,1,4,34,12
19498,2,4,1,1,4,34,72
19499,5,3,4,1,4,33,72
19500,1,1,3,1,5,32,118
19501,2,3,1,2,1,34,118
19502,3,4,1,5,3,33,118
19503,1,2,4,1,3,32,89
19504,2,2,4,5,2,31,89
19505,1,4,5,3,4,34,89
19506,1,5,5,1,4,33,87
19507,4,4,3,1,1,31,42
19509,3,1,5,4,1,33,131
19510,5,3,1,3,2,31,131
19511,3,1,5,1,4,32,140
19512,2,1,5,3,4,33,10
19513,3,1,4,4,1,34,10
19514,5,3,3,3,4,33,124
19515,1,5,1,5,3,34,124
19516,1,4,4,2,2,32,124
19517,1,3,3,4,5,33,141
19518,1,3,5,1,4,31,141
19519,5,3,2,2,2,32,141
19520,1,2,3,2,2,33,123
19521,5,1,1,2,3,31,75
19522,1,2,1,2,5,33,75
19523,1,5,5,3,4,32,110
19524,1,1,4,2,4,33,110
19525,3,1,4,3,1,31,110
19526,2,3,3,1,2,34,98
19527,3,3,4,5,4,32,98
19528,4,5,3,3,1,33,98
19535,1,2,5,1,4,34,35
19538,5,2,4,4,2,32,19
19539,4,4,1,5,4,31,19
19540,3,4,3,3,4,34,19
19541,1,1,4,4,1,31,126
19542,4,5,5,4,4,34,126
19543,5,1,1,5,1,32,126
19544,2,5,2,1,5,32,108
19545,3,4,5,5,2,34,108
19546,5,3,4,1,2,34,36
19547,2,5,5,5,2,33,36
19548,3,1,3,3,3,33,24
19550,3,2,1,5,4,31,142
19551,3,1,1,3,5,31,114
19554,3,1,1,1,4,32,45
19556,3,5,2,5,5,33,38
19557,5,5,5,4,1,32,38
19558,5,2,3,4,4,34,38
19559,3,2,4,1,2,34,109
19560,1,4,4,3,5,33,109
19561,4,4,4,5,5,31,109
19562,5,4,4,1,3,32,6
19563,4,2,1,5,1,31,6
19564,4,4,4,2,5,34,6
19565,4,5,3,1,2,33,29
19566,3,5,5,4,3,34,29
19567,3,2,2,5,3,32,136
19571,3,4,3,5,2,34,73
19572,5,3,5,3,1,31,73
19573,4,5,4,1,1,31,92
19574,3,3,4,2,3,34,92
19575,5,2,1,1,4,33,23
19576,1,3,2,1,5,34,23
19577,4,4,4,1,5,33,135
19578,2,1,4,5,5,32,135
19579,4,4,4,2,5,32,43
19580,1,1,3,5,1,34,43
19581,2,2,1,2,4,33,43
19582,3,3,2,5,4,33,65
19583,5,2,5,4,3,31,65
19584,5,1,3,4,2,32,65
19585,3,5,4,5,3,31,33
19586,1,5,1,3,5,31,86
19587,1,4,5,3,5,33,86
19588,4,1,3,4,2,31,106
19589,2,1,2,5,1,32,106
19590,1,2,1,2,2,31,102
19591,3,2,3,1,1,32,102
19592,2,2,2,3,1,34,102
19593,4,5,2,5,3,33,129
19600,1,5,4,2,3,31,31
19601,3,3,1,2,2,32,31
19602,1,2,4,2,4,34,31
19603,3,1,1,2,2,33,85
19604,5,3,4,4,3,31,85
19605,4,4,1,1,2,34,85
19606,1,1,4,2,1,31,11
19607,1,1,2,4,5,32,11
19608,1,1,4,1,5,33,11
19609,2,4,4,1,4,33,99
19610,1,3,3,4,3,32,134
19611,4,5,1,4,4,34,134
19615,2,1,5,3,2,32,143
19616,1,4,5,3,5,34,143
19617,4,1,5,3,4,33,52
19618,3,5,5,5,2,31,52
19619,2,5,3,3,5,34,121
19620,2,1,4,3,1,32,121
19623,1,2,2,4,1,34,61
19624,2,2,3,1,1,33,61
19628,3,5,5,2,2,31,69
19629,5,2,2,3,4,34,69
19636,2,1,1,5,2,31,4
19637,4,3,2,4,3,32,4
19638,1,1,5,1,1,33,4
19639,3,3,4,1,1,33,127
19640,1,2,1,3,2,34,127
19641,3,5,4,4,1,31,57
19642,4,1,2,5,3,33,57
19643,1,4,2,4,2,32,105
19644,5,4,2,5,5,31,105
19645,4,5,2,4,5,33,48
19646,1,5,2,4,3,34,81
19647,4,5,2,5,5,32,137
19648,2,4,3,3,5,31,137
19652,4,3,2,2,3,32,130
19653,4,2,4,2,5,34,130
19654,5,2,3,4,5,33,130
19655,4,4,1,5,2,33,122
19656,5,5,2,3,2,34,41
19657,2,2,5,4,4,33,116
19658,2,3,1,1,1,34,116
19659,3,1,3,5,4,34,94
19660,2,3,2,4,4,34,62
19661,5,2,5,2,2,33,62
19662,3,1,1,4,2,32,62
19664,5,5,2,4,5,31,147
19665,4,1,3,5,4,33,147
19666,2,2,3,1,3,32,147
19667,2,4,5,3,2,31,1
19668,3,2,2,4,3,32,1
19669,5,3,1,3,4,32,21
19670,2,2,3,3,5,34,88
19671,4,4,5,4,1,31,107
19672,1,4,3,5,2,33,107
19673,1,1,4,4,5,32,107
19674,2,4,5,2,2,34,64
19675,3,4,2,2,5,33,64
19676,1,1,1,3,4,32,76
19677,2,5,5,3,5,31,76
19678,2,2,1,4,4,34,2
19679,5,4,1,5,1,32,2
19680,2,3,3,5,1,34,111
19681,2,2,1,3,3,31,111
19682,1,3,4,4,1,34,49
19683,1,2,4,1,2,33,49
19684,4,1,4,2,3,32,49
19685,3,5,1,2,4,32,53
19686,2,4,1,1,5,34,53
19687,3,4,3,1,2,31,53
19688,4,1,1,1,5,34,84
19692,4,4,2,1,1,33,7
19693,4,2,4,1,3,34,7
19694,2,3,2,1,3,32,7
19695,1,1,5,5,4,32,144
19696,1,5,1,3,1,31,144
19697,2,3,2,1,3,34,144
19698,2,1,5,1,3,32,82
19699,4,1,2,2,5,34,28
19700,5,5,1,4,5,33,28
19701,5,1,2,4,2,32,28
19702,1,1,1,5,4,34,148
19703,1,1,2,1,3,32,148
19704,1,4,1,5,1,31,148
19705,4,3,4,1,5,32,71
19706,1,3,4,3,3,31,95
19707,3,1,1,1,3,33,95
19708,2,4,3,1,1,34,128
19711,4,5,4,1,1,31,5
19712,5,3,3,5,4,31,32
19713,1,3,4,1,1,34,32
19714,2,3,3,3,3,32,34
19715,4,5,2,3,2,31,34
19716,3,2,1,5,2,31,70
19717,4,2,2,4,3,32,70
19718,5,5,3,2,2,34,70
19723,2,1,5,1,2,31,132
19724,2,5,2,4,5,34,132
19725,4,2,4,2,2,32,132
21042,3,3,4,2,1,35,21
21043,2,2,3,4,5,37,21
21044,3,5,1,5,4,36,21
21045,3,4,1,3,3,35,54
21046,4,1,5,3,5,37,54
21047,4,5,5,4,1,36,69
21048,5,3,2,5,2,35,16
21049,4,1,5,4,3,37,16
21050,4,2,4,5,3,36,1
21051,4,5,5,1,1,35,1
21052,5,3,1,5,2,37,1
21056,4,2,3,4,4,35,135
21057,4,4,5,2,3,37,135
21058,5,2,5,4,4,36,141
21059,3,3,2,2,2,37,141
21060,3,4,4,4,4,37,58
21061,2,1,2,3,4,35,58
21062,5,2,3,5,4,36,98
21063,3,4,4,1,2,35,98
21064,2,5,4,2,4,37,98
21066,2,5,2,4,2,36,37
21067,5,1,5,3,5,37,37
21068,3,3,2,4,5,36,129
21069,4,4,4,4,4,37,129
21070,2,2,1,5,3,35,42
21071,1,1,5,5,3,36,42
21072,3,3,1,3,2,35,66
21074,1,4,3,2,2,37,10
21075,1,3,5,3,3,35,10
21076,3,4,2,2,5,36,71
21077,3,1,1,5,5,35,71
21078,5,1,3,5,3,36,75
21079,5,3,4,3,2,37,75
21083,4,1,1,5,5,36,124
21084,4,5,3,3,3,35,124
21085,1,5,1,2,2,37,124
21086,5,1,2,4,1,37,146
21087,1,2,3,4,3,36,146
21088,3,2,5,4,1,37,84
21089,2,1,5,5,5,36,6
21090,4,5,2,5,5,35,148
21091,4,5,2,3,2,37,148
21092,1,5,5,3,2,36,148
21093,3,2,4,3,4,36,36
21094,1,3,3,5,2,37,36
21095,2,2,3,1,4,35,121
21096,1,4,3,2,4,37,121
21097,5,3,2,3,4,37,142
21099,5,4,3,4,1,35,31
21100,4,2,4,3,1,37,31
21101,1,5,5,4,3,36,31
21102,2,5,1,3,3,37,19
21103,1,2,5,3,5,35,19
21104,3,2,5,5,1,36,47
21105,2,3,3,1,4,35,108
21106,1,3,5,4,1,37,108
21107,2,5,3,1,2,36,108
21108,2,3,5,3,1,35,48
21109,4,5,4,5,2,36,41
21110,2,5,3,2,5,37,41
21111,4,5,1,2,3,35,41
21112,5,3,4,3,3,36,25
21113,4,1,5,3,1,37,90
21114,2,2,5,3,1,36,90
21115,5,2,2,4,1,36,49
21116,2,5,1,3,3,35,150
21117,3,5,4,3,3,37,150
21118,1,4,4,4,5,36,150
21119,4,2,3,4,2,35,137
21120,3,3,2,2,3,37,99
21121,2,5,1,5,1,37,32
21125,4,1,2,2,2,36,13
21126,1,4,4,4,3,37,13
21127,5,3,4,4,4,35,13
21128,5,1,4,4,2,36,119
21129,5,3,1,3,5,37,119
21130,4,3,5,4,5,36,122
21131,2,3,3,1,4,35,122
21132,2,3,2,5,3,35,59
21133,3,4,5,1,1,36,59
21134,4,4,5,2,2,37,59
21138,2,5,3,5,1,37,70
21139,3,4,3,1,4,36,70
21140,4,4,2,1,2,35,35
21141,4,2,4,4,4,36,35
21142,4,4,2,5,3,37,35
21143,2,1,5,4,2,37,72
21144,4,1,2,1,3,36,130
21145,1,2,5,1,2,35,130
21146,4,1,5,4,3,36,4
21147,5,2,1,1,3,36,62
21148,2,5,2,3,1,37,89
21149,2,4,2,1,1,36,65
21150,3,5,1,4,3,37,65
21153,1,5,4,5,3,35,50
21154,4,1,2,5,2,37,50
21158,5,1,4,4,1,37,138
21159,3,4,5,5,1,36,138
21160,1,1,3,1,5,35,138
21161,4,5,3,4,1,35,131
21162,3,3,2,2,5,36,131
21163,2,2,2,4,4,37,115
21164,3,2,3,3,3,36,115
21165,3,5,4,4,1,35,115
21167,5,4,5,1,1,37,125
21168,2,3,5,2,4,37,77
21169,1,4,4,3,1,35,77
21170,5,3,1,2,1,36,77
21171,4,4,2,5,2,35,79
21172,4,5,5,3,3,36,107
21173,1,4,5,3,1,35,97
21174,1,4,5,2,2,37,97
21175,5,5,3,1,4,35,110
21176,1,4,1,4,5,37,110
21177,2,2,3,2,3,36,110
