Rating_id,ArtistPerformanceINT,SoundAndLightingINT,StagePresenceINT,OrganizationINT,OverallImpressionINT,Performance_Performance_id,Visitor_Visitor_id,RatingDate
18381,4,4,3,5,4,39,29,2018-09-22
18382,3,2,2,2,2,38,29,2018-09-26
18383,5,5,5,5,5,41,139,2018-09-24
18384,1,1,1,1,1,38,139,2018-09-27
18385,4,4,5,4,4,40,139,2018-09-24
18386,1,1,1,2,1,38,25,2018-09-22
18387,3,4,2,2,2,39,25,2018-09-25
18388,5,5,4,4,4,40,25,2018-09-27
18389,4,5,5,4,4,40,84,2018-09-27
18390,1,2,1,1,1,41,84,2018-09-21
18391,5,4,5,5,4,40,18,2018-09-27
18392,3,2,2,3,2,39,117,2018-09-23
18393,5,5,5,5,5,40,117,2018-09-20
18394,5,5,4,5,4,41,124,2018-09-22
18395,5,5,5,5,5,40,124,2018-09-26
18396,5,4,4,5,4,39,124,2018-09-27
18397,5,5,5,5,5,41,34,2018-09-20
18398,2,1,2,2,1,39,26,2018-09-23
18399,3,2,4,3,3,39,110,2018-09-27
18400,4,4,4,3,3,38,110,2018-09-25
18401,2,1,2,3,2,40,110,2018-09-23
18402,3,2,2,3,2,39,50,2018-09-26
18403,2,3,1,2,2,41,50,2018-09-26
18404,2,3,1,3,2,38,40,2018-09-25
18405,5,5,4,4,4,39,40,2018-09-21
18406,4,5,3,5,4,40,40,2018-09-25
18407,3,3,3,3,3,39,39,2018-09-22
18408,2,3,1,2,2,39,122,2018-09-25
18409,1,1,2,1,1,40,122,2018-09-26
18410,3,3,2,3,2,39,28,2018-09-23
18411,3,3,4,2,3,41,28,2018-09-21
18412,2,1,3,1,1,38,28,2018-09-24
18413,2,1,3,3,2,41,24,2018-09-27
18414,4,5,4,3,4,39,24,2018-09-20
18415,2,3,1,2,2,38,24,2018-09-20
18416,2,2,2,1,1,41,13,2018-09-24
18417,5,5,5,5,5,40,13,2018-09-22
18418,3,4,4,3,3,40,63,2018-09-27
18419,2,2,2,1,1,38,63,2018-09-23
18420,5,4,4,4,4,40,115,2018-09-26
18421,5,4,4,5,4,39,115,2018-09-24
18422,1,1,1,2,1,41,59,2018-09-23
18423,1,1,1,1,1,39,59,2018-09-27
18424,5,4,5,5,4,38,59,2018-09-22
18425,2,2,2,3,2,41,148,2018-09-26
18426,5,4,5,4,4,39,148,2018-09-22
18427,3,3,3,4,3,41,2,2018-09-24
18428,4,5,4,4,4,40,2,2018-09-26
18429,1,1,2,1,1,38,2,2018-09-24
18430,4,5,4,3,4,39,142,2018-09-22
18431,3,4,2,2,2,40,142,2018-09-22
18432,1,1,2,1,1,40,77,2018-09-26
18433,2,2,1,2,1,41,77,2018-09-26
18434,5,5,5,5,5,40,36,2018-09-27
18435,5,5,5,5,5,38,36,2018-09-25
18436,2,2,3,3,2,39,36,2018-09-20
18437,2,3,3,3,2,39,83,2018-09-23
18438,5,5,5,5,5,41,83,2018-09-25
18439,5,4,5,5,4,40,83,2018-09-23
18440,3,4,4,2,3,41,75,2018-09-27
18441,4,5,5,3,4,39,97,2018-09-25
18442,2,1,2,2,1,40,97,2018-09-25
18443,2,2,3,3,2,41,97,2018-09-24
18444,2,1,2,3,2,40,85,2018-09-26
18445,3,4,3,4,3,38,85,2018-09-21
18446,1,1,1,1,1,38,140,2018-09-23
18447,2,1,3,2,2,41,140,2018-09-23
18448,3,3,4,3,3,41,53,2018-09-26
18449,1,2,1,1,1,40,53,2018-09-24
18450,3,4,3,4,3,41,64,2018-09-24
18451,1,1,2,1,1,39,64,2018-09-26
18452,1,1,2,1,1,38,47,2018-09-23
18453,4,3,3,3,3,41,47,2018-09-26
18454,4,5,5,3,4,39,146,2018-09-25
18455,3,2,4,4,3,39,46,2018-09-23
18456,5,4,5,4,4,41,46,2018-09-21
18457,3,4,4,2,3,38,46,2018-09-22
18458,2,2,3,1,2,41,10,2018-09-25
18459,1,1,2,2,1,40,10,2018-09-20
18460,2,3,2,2,2,38,10,2018-09-23
18461,3,4,3,4,3,40,107,2018-09-25
18462,4,3,3,4,3,38,107,2018-09-25
18463,1,1,2,1,1,41,107,2018-09-20
18464,1,1,1,2,1,39,70,2018-09-25
18465,2,3,1,3,2,40,70,2018-09-22
18466,1,1,2,1,1,40,65,2018-09-26
18467,4,4,5,3,4,38,22,2018-09-26
18468,4,3,4,4,3,41,22,2018-09-21
18469,1,1,1,1,1,40,3,2018-09-23
18470,4,5,4,4,4,41,3,2018-09-22
18471,2,3,2,3,2,41,21,2018-09-27
18472,1,1,1,1,1,39,12,2018-09-25
18473,5,5,5,5,5,40,27,2018-09-22
18474,1,1,1,1,1,39,19,2018-09-21
18475,1,2,1,1,1,40,19,2018-09-24
18476,5,5,5,4,4,41,82,2018-09-24
18477,4,4,5,5,4,39,144,2018-09-22
18478,4,3,5,3,3,40,144,2018-09-23
18479,2,1,1,3,1,41,144,2018-09-21
18480,4,3,5,5,4,38,102,2018-09-24
18481,2,2,2,2,2,39,102,2018-09-24
18482,4,3,5,4,4,40,102,2018-09-27
18483,1,1,1,1,1,41,112,2018-09-20
18484,2,2,1,2,1,38,112,2018-09-25
18485,3,2,2,2,2,39,126,2018-09-21
18486,2,2,3,1,2,41,126,2018-09-21
18487,4,3,4,4,3,39,42,2018-09-22
18488,4,5,4,4,4,38,42,2018-09-24
18489,1,2,1,1,1,40,42,2018-09-20
18490,1,1,1,1,1,38,32,2018-09-26
18491,3,2,3,2,2,41,32,2018-09-24
18492,2,2,2,3,2,41,6,2018-09-20
18493,4,4,4,5,4,40,6,2018-09-27
18494,5,5,5,4,4,38,6,2018-09-26
18495,5,4,5,5,4,41,76,2018-09-23
18496,1,1,2,1,1,39,76,2018-09-21
18497,2,3,1,1,1,38,108,2018-09-24
18498,2,1,3,2,2,40,108,2018-09-26
18499,1,1,1,1,1,41,108,2018-09-21
18500,3,4,3,3,3,39,125,2018-09-26
18501,4,5,4,3,4,40,20,2018-09-22
18502,2,2,3,3,2,38,23,2018-09-24
18503,1,2,1,1,1,39,130,2018-09-21
18504,4,4,3,5,4,40,130,2018-09-21
18505,3,2,3,2,2,41,130,2018-09-26
18506,2,2,3,1,2,39,138,2018-09-24
18507,1,2,1,2,1,40,138,2018-09-22
18508,4,3,5,5,4,40,143,2018-09-24
18509,4,5,4,4,4,38,143,2018-09-23
18510,1,2,1,2,1,38,55,2018-09-24
18511,4,5,3,3,3,40,61,2018-09-22
18512,5,5,5,4,4,39,61,2018-09-25
18513,3,2,3,2,2,38,61,2018-09-20
18514,3,3,2,2,2,40,48,2018-09-20
18515,3,4,4,2,3,39,73,2018-09-23
18516,1,1,2,2,1,41,73,2018-09-22
18517,2,3,1,1,1,39,49,2018-09-24
18518,5,4,5,5,4,41,49,2018-09-22
18519,4,4,4,4,4,40,7,2018-09-26
18520,5,4,4,5,4,41,7,2018-09-25
18521,5,4,5,5,4,39,7,2018-09-26
18522,1,1,1,2,1,39,62,2018-09-24
18523,4,4,3,3,3,38,62,2018-09-22
18524,2,2,1,3,2,41,134,2018-09-27
18525,5,4,4,5,4,40,134,2018-09-27
18526,2,2,3,3,2,38,134,2018-09-25
18527,1,1,1,2,1,40,106,2018-09-20
18528,1,1,1,2,1,41,106,2018-09-25
18529,5,4,4,5,4,38,123,2018-09-25
18530,5,5,5,4,4,39,123,2018-09-22
18531,2,1,2,3,2,40,113,2018-09-22
18532,3,3,4,4,3,38,113,2018-09-23
18533,1,1,2,1,1,41,113,2018-09-23
18534,4,5,5,5,4,41,4,2018-09-20
18535,4,5,4,3,4,38,4,2018-09-27
18536,2,2,1,1,1,38,15,2018-09-22
18537,1,1,1,1,1,39,15,2018-09-22
18538,1,1,2,1,1,39,109,2018-09-22
18539,2,1,1,2,1,38,98,2018-09-25
18540,5,5,5,5,5,40,98,2018-09-26
18541,2,2,1,2,1,38,114,2018-09-23
18542,3,4,4,4,3,38,45,2018-09-24
18543,4,3,5,5,4,41,45,2018-09-27
18544,3,3,4,4,3,40,45,2018-09-24
18545,1,2,2,2,1,39,87,2018-09-23
18546,4,4,4,3,3,38,131,2018-09-26
18547,1,1,1,1,1,40,131,2018-09-21
18548,2,2,3,1,2,39,131,2018-09-20
18549,4,3,3,5,3,40,95,2018-09-22
18550,4,5,4,4,4,40,67,2018-09-25
18551,2,1,2,1,1,38,67,2018-09-27
18552,5,5,5,5,5,39,67,2018-09-22
18553,4,4,4,5,4,39,60,2018-09-20
18554,3,2,4,2,2,40,60,2018-09-22
18555,2,1,2,3,2,41,60,2018-09-22
18556,1,2,1,1,1,40,94,2018-09-22
18557,5,4,5,4,4,41,145,2018-09-20
18558,3,2,4,4,3,40,145,2018-09-23
18559,5,4,5,5,4,41,136,2018-09-27
18560,4,5,3,3,3,40,136,2018-09-25
18561,5,4,5,5,4,40,105,2018-09-22
18562,5,5,4,4,4,41,105,2018-09-21
18563,1,2,1,1,1,39,105,2018-09-20
18564,5,5,5,4,4,41,141,2018-09-23
18565,3,3,3,3,3,38,141,2018-09-23
18566,1,1,1,1,1,41,96,2018-09-20
18567,4,3,5,5,4,40,93,2018-09-20
18568,2,1,2,3,2,39,93,2018-09-27
18569,5,5,5,5,5,38,93,2018-09-27
18570,1,1,2,2,1,39,69,2018-09-25
18571,5,5,5,4,4,41,69,2018-09-21
18572,2,3,1,2,2,38,99,2018-09-27
18573,1,2,1,2,1,40,99,2018-09-21
18574,4,4,5,5,4,41,103,2018-09-26
18575,1,1,2,2,1,38,103,2018-09-25
18576,2,3,1,2,2,39,103,2018-09-27
18577,1,1,2,1,1,39,149,2018-09-25
18578,2,1,1,2,1,38,149,2018-09-25
18579,1,1,1,1,1,41,135,2018-09-23
18580,4,3,5,3,3,39,135,2018-09-26
18581,5,5,5,5,5,40,92,2018-09-22
18582,3,3,2,4,3,39,92,2018-09-21
18583,3,4,3,4,3,41,88,2018-09-20
18584,5,5,4,4,4,39,88,2018-09-22
18585,3,3,4,3,3,38,132,2018-09-22
18586,2,1,2,3,2,39,132,2018-09-24
18587,3,2,2,3,2,41,132,2018-09-27
18588,4,4,3,4,3,41,41,2018-09-26
18589,2,2,3,3,2,39,41,2018-09-21
18590,2,3,3,1,2,40,41,2018-09-21
18591,2,3,3,3,2,40,91,2018-09-25
18592,3,2,4,4,3,39,91,2018-09-24
18593,4,3,5,3,3,39,81,2018-09-24
18594,2,3,1,2,2,40,81,2018-09-27
18595,3,3,4,4,3,38,58,2018-09-22
18596,5,4,5,5,4,40,44,2018-09-23
18597,3,4,4,3,3,38,44,2018-09-24
18598,1,2,1,1,1,41,44,2018-09-23
18599,2,2,2,1,1,38,1,2018-09-20
18600,4,4,5,4,4,39,1,2018-09-25
18601,4,4,5,4,4,38,118,2018-09-23
18602,1,1,1,1,1,39,118,2018-09-26
18603,2,3,1,2,2,40,118,2018-09-20
18604,4,4,4,5,4,41,38,2018-09-24
18605,4,4,5,5,4,40,38,2018-09-21
18606,5,5,4,5,4,39,38,2018-09-21
18607,3,3,4,4,3,40,79,2018-09-25
18608,5,5,4,4,4,39,79,2018-09-27
18609,1,1,1,1,1,41,54,2018-09-24
18610,2,1,3,2,2,38,111,2018-09-24
18611,2,1,2,1,1,40,111,2018-09-26
18612,4,4,4,5,4,39,111,2018-09-21
18613,5,5,4,5,4,39,74,2018-09-23
18614,5,5,4,5,4,40,74,2018-09-23
18615,3,3,2,4,3,41,74,2018-09-25
19091,4,4,3,3,3,42,22,2019-05-12
19092,4,4,3,5,4,43,22,2019-05-12
19093,5,4,5,4,4,42,36,2019-05-10
19094,1,2,1,1,1,43,63,2019-05-17
19095,1,2,2,2,1,42,63,2019-05-14
19096,1,1,2,1,1,42,27,2019-05-10
19097,2,2,2,1,1,42,137,2019-05-10
19098,1,1,1,1,1,43,113,2019-05-17
19099,4,4,5,3,4,43,56,2019-05-14
19100,5,4,5,5,4,42,56,2019-05-16
19101,3,4,4,2,3,43,14,2019-05-13
19102,2,2,1,3,2,42,14,2019-05-10
19103,2,3,2,3,2,42,111,2019-05-16
19104,4,3,5,4,4,43,111,2019-05-17
19105,1,1,1,2,1,42,13,2019-05-14
19106,2,2,3,1,2,43,115,2019-05-13
19107,1,2,2,1,1,42,6,2019-05-14
19108,2,1,3,2,2,43,104,2019-05-12
19109,1,2,1,1,1,42,104,2019-05-11
19110,2,3,1,3,2,42,7,2019-05-10
19111,2,3,3,1,2,43,7,2019-05-14
19112,3,4,3,2,3,43,59,2019-05-15
19113,5,5,4,5,4,43,4,2019-05-10
19114,2,3,3,1,2,43,46,2019-05-15
19115,1,1,1,2,1,42,46,2019-05-12
19116,2,3,3,1,2,42,40,2019-05-14
19117,2,3,3,1,2,43,40,2019-05-17
19118,1,1,1,1,1,42,139,2019-05-11
19119,4,5,3,5,4,43,33,2019-05-10
19120,5,5,5,5,5,42,65,2019-05-15
19121,2,1,1,2,1,42,108,2019-05-11
19122,5,4,5,5,4,43,108,2019-05-17
19123,1,2,2,1,1,43,5,2019-05-14
19124,2,3,2,1,2,42,5,2019-05-11
19125,3,3,2,4,3,43,19,2019-05-14
19126,2,3,2,1,2,42,19,2019-05-11
19127,5,4,5,5,4,43,69,2019-05-14
19128,5,5,4,5,4,42,69,2019-05-17
19129,5,5,4,5,4,42,25,2019-05-17
19130,2,3,3,3,2,43,25,2019-05-17
19131,5,5,5,5,5,43,127,2019-05-10
19132,2,3,2,2,2,43,123,2019-05-11
19133,5,5,4,4,4,42,123,2019-05-11
19134,3,2,2,3,2,43,71,2019-05-12
19135,2,1,2,2,1,42,130,2019-05-15
19136,1,1,1,1,1,43,93,2019-05-15
19137,4,4,4,4,4,43,30,2019-05-14
19138,5,5,4,5,4,42,30,2019-05-13
19139,2,2,1,3,2,42,32,2019-05-10
19140,4,4,3,3,3,43,32,2019-05-16
19141,4,3,5,3,3,43,147,2019-05-17
19142,5,5,4,5,4,42,147,2019-05-14
19143,2,2,2,1,1,42,135,2019-05-17
19144,2,1,1,2,1,43,103,2019-05-14
19145,5,5,5,5,5,43,82,2019-05-17
19146,5,5,4,5,4,42,138,2019-05-11
19147,3,2,2,2,2,43,138,2019-05-17
19148,2,2,1,1,1,43,150,2019-05-17
19149,4,5,5,5,4,42,150,2019-05-16
19150,4,4,4,4,4,43,110,2019-05-14
19151,4,3,4,3,3,42,110,2019-05-11
19152,2,1,1,2,1,42,143,2019-05-15
19153,1,1,2,1,1,43,143,2019-05-16
19154,3,3,4,2,3,43,8,2019-05-11
19155,4,3,3,4,3,43,125,2019-05-15
19156,2,2,2,3,2,42,125,2019-05-10
19157,3,4,4,2,3,43,78,2019-05-15
19158,1,1,1,2,1,43,70,2019-05-13
19159,2,1,3,2,2,42,16,2019-05-16
19160,3,4,2,4,3,43,16,2019-05-10
19161,2,1,1,1,1,42,112,2019-05-16
19162,1,2,1,2,1,42,146,2019-05-17
19163,4,3,5,3,3,43,76,2019-05-17
19164,4,4,4,5,4,42,47,2019-05-11
19165,1,2,2,1,1,43,48,2019-05-11
19166,3,2,2,3,2,42,48,2019-05-15
19167,1,2,1,1,1,43,145,2019-05-12
19168,3,2,4,4,3,42,86,2019-05-11
19169,4,4,4,4,4,43,86,2019-05-16
19170,1,1,2,1,1,42,21,2019-05-17
19171,4,3,4,4,3,42,77,2019-05-11
19172,2,3,2,1,2,42,80,2019-05-14
19173,2,3,3,1,2,42,42,2019-05-16
19174,3,3,2,4,3,43,73,2019-05-12
19175,4,3,3,4,3,42,49,2019-05-17
19176,1,2,1,1,1,43,66,2019-05-13
19177,1,1,1,1,1,42,101,2019-05-14
19178,3,2,3,3,2,43,1,2019-05-14
19179,4,5,4,3,4,42,1,2019-05-11
19180,3,3,4,3,3,43,9,2019-05-15
19181,2,3,1,3,2,42,89,2019-05-11
19182,3,4,3,4,3,43,141,2019-05-12
19183,1,1,2,1,1,42,141,2019-05-15
19184,5,5,4,4,4,42,119,2019-05-13
19185,3,4,4,3,3,43,10,2019-05-15
19186,1,1,1,1,1,42,10,2019-05-11
19187,2,2,1,2,1,43,84,2019-05-13
19188,2,3,3,2,2,42,109,2019-05-10
19189,4,5,3,4,4,43,109,2019-05-11
19190,5,5,5,4,4,43,23,2019-05-12
19191,3,2,3,3,2,42,23,2019-05-11
19192,2,1,2,3,2,42,28,2019-05-17
19193,1,1,1,1,1,43,28,2019-05-14
19194,2,3,3,3,2,43,31,2019-05-11
19195,2,2,2,1,1,43,68,2019-05-11
19196,1,1,1,1,1,42,68,2019-05-13
19197,5,5,4,5,4,43,62,2019-05-11
19198,3,2,2,2,2,42,62,2019-05-13
19199,1,2,1,2,1,43,149,2019-05-15
19200,4,5,3,5,4,43,58,2019-05-13
19201,1,1,2,1,1,43,90,2019-05-11
19202,5,5,5,5,5,42,90,2019-05-15
19203,5,5,5,4,4,43,116,2019-05-14
19204,2,3,1,3,2,42,116,2019-05-12
19205,5,4,5,4,4,42,134,2019-05-16
19206,5,5,4,4,4,43,134,2019-05-11
19207,1,2,2,1,1,43,53,2019-05-10
19208,5,5,4,4,4,42,53,2019-05-12
19209,4,3,4,5,4,43,75,2019-05-17
19210,3,4,2,2,2,43,79,2019-05-12
19211,5,4,4,5,4,42,79,2019-05-13
19212,3,3,3,4,3,42,88,2019-05-14
19213,4,3,5,3,3,43,88,2019-05-17
19214,2,1,1,2,1,43,45,2019-05-12
19215,3,4,2,4,3,42,45,2019-05-15
19216,2,2,3,3,2,42,74,2019-05-14
19217,5,5,5,5,5,43,74,2019-05-12
19218,2,3,2,3,2,42,2,2019-05-16
19219,5,5,5,5,5,43,2,2019-05-10
19220,2,1,3,2,2,42,96,2019-05-11
19221,2,2,1,2,1,43,128,2019-05-10
19222,2,3,3,1,2,42,128,2019-05-16
19223,2,3,3,3,2,42,57,2019-05-12
19224,2,2,3,1,2,43,57,2019-05-13
19225,1,1,2,2,1,43,35,2019-05-11
19226,2,1,3,2,2,43,52,2019-05-13
19227,2,3,2,2,2,42,98,2019-05-10
19228,1,2,2,1,1,43,98,2019-05-15
19229,2,2,3,3,2,42,129,2019-05-17
19230,2,3,3,3,2,42,20,2019-05-14
19231,5,5,5,4,4,43,26,2019-05-14
19232,3,2,2,3,2,42,126,2019-05-11
19233,3,4,4,4,3,43,64,2019-05-17
19234,5,5,4,5,4,42,55,2019-05-15
19235,4,3,5,5,4,43,50,2019-05-16
19236,1,1,2,1,1,42,50,2019-05-14
19237,4,3,5,3,3,42,54,2019-05-11
19238,3,3,3,4,3,43,54,2019-05-17
19239,4,5,5,5,4,42,132,2019-05-13
19240,1,2,2,1,1,43,132,2019-05-12
19241,3,4,3,3,3,43,39,2019-05-17
19242,3,3,3,4,3,42,39,2019-05-15
19243,1,1,1,1,1,43,38,2019-05-11
19244,2,1,3,1,1,42,38,2019-05-13
19245,5,5,5,5,5,42,72,2019-05-10
19246,1,1,1,1,1,43,72,2019-05-13
19247,1,1,2,1,1,43,91,2019-05-10
19248,1,1,2,1,1,42,91,2019-05-10
19249,2,2,2,1,1,43,34,2019-05-11
19250,2,3,3,2,2,42,37,2019-05-14
19251,2,2,3,2,2,42,15,2019-05-16
19252,2,3,3,1,2,43,117,2019-05-14
19253,2,3,2,1,2,42,117,2019-05-12
19254,3,3,3,4,3,43,18,2019-05-14
19255,1,2,1,2,1,42,3,2019-05-17
19256,2,1,1,3,1,43,44,2019-05-15
19257,5,5,5,5,5,42,95,2019-05-14
19258,5,4,5,4,4,43,29,2019-05-16
19259,1,2,1,2,1,42,29,2019-05-16
19260,4,3,4,5,4,43,107,2019-05-10
19261,5,5,5,4,4,43,118,2019-05-15
19262,2,1,1,1,1,43,100,2019-05-11
19263,4,3,4,3,3,42,100,2019-05-17
19264,1,2,2,1,1,43,140,2019-05-14
19265,5,5,5,5,5,42,140,2019-05-13
19266,1,2,1,1,1,42,99,2019-05-15
19267,5,5,4,5,4,42,92,2019-05-14
19268,2,1,2,1,1,43,92,2019-05-14
19269,2,1,1,1,1,42,144,2019-05-12
19270,5,5,4,5,4,43,106,2019-05-17
19271,4,3,4,3,3,43,43,2019-05-15
19272,1,1,2,2,1,42,43,2019-05-11
19273,2,3,1,2,2,43,94,2019-05-10
19274,1,1,1,1,1,42,94,2019-05-10
19275,4,5,3,3,3,43,51,2019-05-15
19276,2,2,3,2,2,42,148,2019-05-11
19277,5,5,4,5,4,43,148,2019-05-17
19278,2,2,1,1,1,42,124,2019-05-13
19279,4,3,5,3,3,42,87,2019-05-16
19280,1,1,1,1,1,43,87,2019-05-11
19281,5,5,5,5,5,43,105,2019-05-17
19282,2,1,3,1,1,43,85,2019-05-15
19283,4,5,3,5,4,43,97,2019-05-12
19284,3,3,3,3,3,42,97,2019-05-12
19285,2,2,3,3,2,42,131,2019-05-13
19286,5,5,5,5,5,42,136,2019-05-15
19287,5,4,5,4,4,43,136,2019-05-11
19288,3,3,2,4,3,43,83,2019-05-17
19289,1,1,2,2,1,42,122,2019-05-16
19290,4,5,3,4,4,42,102,2019-05-11
19291,4,4,3,4,3,43,102,2019-05-14
19292,5,5,5,4,4,42,133,2019-05-16
19293,1,2,1,2,1,43,67,2019-05-13
19294,4,5,4,4,4,42,60,2019-05-10
19295,5,5,4,4,4,43,60,2019-05-11
19296,2,3,3,2,2,42,121,2019-05-13
19297,4,3,3,4,3,43,121,2019-05-14
19298,5,5,4,5,4,42,61,2019-05-13
19299,5,4,4,5,4,42,24,2019-05-10
19300,3,3,3,3,3,43,24,2019-05-13
19301,1,1,1,1,1,42,81,2019-05-15
19302,5,4,5,5,4,43,81,2019-05-15
19303,3,2,4,4,3,42,17,2019-05-15
19304,2,1,1,2,1,43,17,2019-05-10
19305,1,2,1,2,1,43,41,2019-05-16
19306,1,1,1,2,1,42,12,2019-05-16
19307,3,3,3,2,2,43,12,2019-05-10
19308,4,5,4,4,4,43,114,2019-05-11
19309,3,3,2,4,3,43,120,2019-05-16
19310,1,2,1,1,1,43,11,2019-05-14
19311,1,2,1,1,1,42,11,2019-05-10
19312,2,2,3,3,2,43,142,2019-05-17
19313,1,1,1,2,1,42,142,2019-05-12
21147,5,5,4,5,4,47,25,2019-05-17
21148,5,5,5,5,5,44,58,2019-05-12
21149,1,1,1,2,1,46,58,2019-05-11
21150,1,1,1,2,1,47,146,2019-05-16
21151,1,1,1,1,1,45,146,2019-05-15
21152,3,2,2,3,2,44,125,2019-05-17
21153,1,1,1,2,1,45,92,2019-05-12
21154,3,4,3,2,3,47,92,2019-05-15
21155,4,3,4,4,3,44,10,2019-05-11
21156,4,4,3,5,4,46,10,2019-05-16
21157,4,3,3,5,3,47,10,2019-05-13
21158,2,2,1,2,1,44,47,2019-05-14
21159,3,2,4,4,3,44,14,2019-05-14
21160,3,4,2,3,3,44,22,2019-05-12
21161,1,1,1,2,1,46,22,2019-05-15
21162,1,1,1,1,1,47,22,2019-05-11
21163,5,5,5,5,5,46,20,2019-05-14
21164,3,2,2,2,2,44,20,2019-05-16
21165,2,2,3,2,2,47,20,2019-05-15
21166,4,5,4,5,4,44,59,2019-05-18
21167,2,3,3,1,2,45,16,2019-05-16
21168,4,3,4,3,3,46,148,2019-05-11
21169,4,4,3,5,4,46,67,2019-05-14
21170,3,2,2,4,2,46,134,2019-05-15
21171,5,5,5,5,5,44,134,2019-05-17
21172,3,4,3,4,3,45,134,2019-05-15
21173,5,5,5,5,5,47,90,2019-05-12
21174,5,4,5,4,4,47,77,2019-05-16
21175,1,2,2,1,1,44,77,2019-05-12
21176,3,4,4,4,3,47,87,2019-05-15
21177,1,2,2,1,1,46,87,2019-05-15
21178,3,2,4,2,2,44,83,2019-05-12
21179,5,5,5,4,4,47,18,2019-05-18
21180,2,3,2,3,2,44,18,2019-05-16
21181,1,2,1,1,1,46,18,2019-05-12
21182,3,3,4,3,3,44,95,2019-05-17
21183,3,4,4,4,3,45,95,2019-05-13
21184,1,1,2,2,1,46,95,2019-05-11
21185,1,1,2,2,1,46,130,2019-05-15
21186,4,3,4,3,3,44,131,2019-05-17
21187,4,3,3,5,3,47,131,2019-05-15
21188,2,3,1,1,1,46,131,2019-05-15
21189,1,1,1,2,1,46,1,2019-05-17
21190,5,5,5,5,5,45,5,2019-05-12
21191,2,2,2,3,2,47,5,2019-05-12
21192,1,1,2,1,1,45,19,2019-05-13
21193,4,4,5,4,4,44,19,2019-05-17
21194,5,4,5,5,4,46,19,2019-05-16
21195,1,1,2,1,1,46,26,2019-05-16
21196,3,2,3,2,2,44,26,2019-05-17
21197,3,3,2,3,2,45,115,2019-05-14
21198,3,2,4,4,3,47,115,2019-05-13
21199,5,5,5,5,5,45,71,2019-05-11
21200,5,5,4,5,4,45,72,2019-05-17
21201,2,2,3,1,2,46,72,2019-05-16
21202,5,5,5,5,5,44,72,2019-05-18
21203,2,2,3,3,2,47,32,2019-05-15
21204,3,4,2,2,2,47,137,2019-05-13
21205,2,1,2,1,1,46,69,2019-05-13
21206,5,5,5,5,5,44,69,2019-05-11
21207,4,3,5,4,4,45,69,2019-05-16
21208,4,5,4,4,4,47,30,2019-05-16
21209,5,5,5,4,4,47,13,2019-05-14
21210,1,2,2,2,1,44,13,2019-05-12
21211,1,1,1,1,1,45,13,2019-05-14
21212,5,5,5,5,5,46,127,2019-05-16
21213,4,4,3,3,3,45,127,2019-05-18
21214,5,4,5,5,4,47,127,2019-05-11
21215,2,1,2,1,1,46,62,2019-05-14
21216,3,4,3,4,3,47,62,2019-05-15
21217,1,1,2,2,1,44,62,2019-05-18
21218,3,4,3,4,3,46,85,2019-05-16
21219,4,5,3,5,4,45,85,2019-05-13
21220,1,1,1,1,1,44,85,2019-05-15
21221,2,1,3,1,1,45,102,2019-05-17
21222,4,3,3,3,3,47,102,2019-05-17
21223,2,1,2,1,1,44,102,2019-05-16
21224,1,1,1,1,1,45,103,2019-05-15
21225,2,1,1,3,1,47,103,2019-05-14
21226,2,3,3,1,2,44,103,2019-05-11
21227,1,1,1,1,1,47,96,2019-05-12
21228,1,2,1,1,1,44,96,2019-05-14
21229,2,1,2,2,1,46,96,2019-05-18
21230,5,5,4,5,4,47,6,2019-05-15
21231,3,4,3,3,3,47,27,2019-05-18
21232,2,1,2,3,2,44,27,2019-05-13
21233,3,3,4,2,3,45,27,2019-05-12
21234,1,1,1,1,1,46,34,2019-05-12
21235,2,1,3,2,2,44,34,2019-05-16
21236,2,3,2,2,2,45,34,2019-05-18
21237,2,3,2,2,2,45,122,2019-05-14
21238,2,3,3,2,2,46,122,2019-05-12
21239,3,4,3,3,3,45,142,2019-05-14
21240,1,1,1,1,1,46,142,2019-05-14
21241,1,1,2,1,1,44,142,2019-05-16
21242,5,4,5,5,4,44,82,2019-05-18
21243,2,3,3,2,2,47,149,2019-05-14
21244,5,5,5,5,5,44,149,2019-05-13
21245,4,4,5,4,4,45,149,2019-05-17
21246,5,5,5,5,5,45,44,2019-05-16
21247,5,5,5,5,5,46,44,2019-05-11
21248,5,5,5,5,5,46,61,2019-05-15
21249,2,1,1,2,1,44,61,2019-05-18
21250,2,1,1,1,1,46,7,2019-05-12
21251,3,4,3,2,3,47,7,2019-05-14
21252,1,2,1,1,1,46,145,2019-05-15
21253,5,5,5,5,5,47,21,2019-05-14
21254,5,5,5,5,5,46,132,2019-05-12
21255,3,4,3,3,3,47,132,2019-05-14
21256,1,1,1,1,1,44,132,2019-05-13
21257,4,3,5,3,3,44,48,2019-05-15
21258,2,2,2,1,1,47,48,2019-05-11
21259,1,1,2,1,1,46,48,2019-05-12
21260,5,4,5,4,4,46,124,2019-05-12
21261,1,1,2,2,1,44,124,2019-05-12
21262,5,5,4,5,4,44,60,2019-05-13
21263,5,5,5,5,5,44,86,2019-05-17
21264,3,3,4,3,3,47,86,2019-05-14
21265,3,4,4,4,3,44,107,2019-05-18
21266,1,1,1,1,1,46,107,2019-05-12
21267,1,1,1,1,1,45,107,2019-05-17
